Opentime,Open,High,Low,Close,Volume
2024-11-19 17:48:00,92781.8,92938.20000000001,92690.0,92921.3,1780700.0
2024-11-19 17:49:00,92921.3,92928.9,92775.8,92839.2,364300.0
2024-11-19 17:50:00,92839.2,92839.2,92762.6,92831.3,199700.0
2024-11-19 17:51:00,92831.3,92883.9,92831.3,92872.8,95600.0
